# packs/dict/en-compounds.tsv
# English compound word splits for TGSpeechBox text parser.
#
# Format: compound<TAB>half1 half2
#
# Splits derived from CMU Pronouncing Dictionary entries cross-referenced
# with parsed linguistic data. Curated and supplemented by the TGSpeechBox
# community. Add missing compounds as needed.
#
# Used by the text parser to phonemize compound halves independently,
# preserving vowel quality that eSpeak's compound reduction destroys.
goalpost	goal post
goaltender	goal tender
godchild	god child
godfather	god father
godfathers	god fathers
godmother	god mother
godmothers	god mothers
godsend	god send
godsends	god sends
goldcrest	gold crest
goldeneye	golden eye
goldenrod	golden rod
goldfield	gold field
goldfields	gold fields
goldfinch	gold finch
goldfinches	gold finches
goldfish	gold fish
goldmine	gold mine
goldsmith	gold smith
goldstone	golds tone
goodbye	good bye
goodbyes	good byes
goodwill	good will
gooseberries	goose berries
gooseberry	goose berry
goosefish	goose fish
goosefoot	goose foot
grandad	gran dad
grandchild	grand child
grandchildren	grand children
granddad	grand dad
granddaddy	grand daddy
granddaughter	grand daughter
granddaughters	grand daughters
grandfather	grand father
grandfathers	grand fathers
grandmaster	grand master
grandmother	grand mother
grandmothers	grand mothers
grandnephew	grand nephew
grandnephews	grand nephews
grandparent	grandpa rent
grandparents	grandpa rents
grandpas	grand pas
grandson	grand son
grandsons	grand sons
grandstand	grand stand
granduncle	grand uncle
granduncles	grand uncles
grapefruit	grape fruit
grapefruits	grape fruits
grapeshot	grape shot
grapevine	grape vine
grapevines	grape vines
grasshopper	grass hopper
grasshoppers	grass hoppers
grassland	grass land
grasslands	grass lands
gravestone	graves tone
gravestones	graves tones
graveyard	grave yard
graveyards	grave yards
graybeard	gray beard
graybeards	gray beards
greasewood	grease wood
greenback	green back
greenbacks	green backs
greenbelt	green belt
greenhouse	green house
greenhouses	green houses
greenmail	green mail
greenway	green way
greenwood	green wood
greyhound	grey hound
greylag	grey lag
gridiron	grid iron
gridlock	grid lock
gridlocks	grid locks
grindstone	grinds tone
groundbreaking	ground breaking
groundhog	ground hog
groundnut	ground nut
groundnuts	ground nuts
groundskeeper	grounds keeper
groundskeepers	grounds keepers
groundwork	ground work
groupthink	group think
groupware	group ware
grownups	grown ups
guardhouse	guard house
guardrail	guard rail
guardrails	guard rails
guardsman	guards man
guardsmen	guards men
guesswork	guess work
guesthouse	guest house
guesthouses	guest houses
guidebook	guide book
guidebooks	guide books
guideline	guide line
guidelines	guide lines
guidepost	guide post
guideposts	guide posts
guildhall	guild hall
gumshoe	gum shoe
gunboat	gun boat
gunboats	gun boats
guncotton	gun cotton
gunfight	gun fight
gunfights	gun fights
gunfire	gun fire
gunflint	gun flint
gunman	gun man
gunmen	gun men
gunnysack	gunny sack
gunnysacks	gunny sacks
gunpoint	gun point
gunpowder	gun powder
gunrunner	gun runner
gunshot	gun shot
gunshots	gun shots
gunslinger	gun slinger
gunslingers	guns lingers
gunsmith	gun smith
hackberry	hack berry
hacksaw	hack saw
hagfish	hag fish
hailstone	hails tone
hailstones	hails tones
hailstorm	hail storm
haircut	hair cut
haircuts	hair cuts
hairdos	hair dos
hairdresser	hair dresser
hairdressers	hair dressers
hairdressing	hair dressing
hairline	hair line
hairstyle	hair style
halfback	half back
halfbacks	half backs
halftime	half time
halftimes	half times
halftone	half tone
halftones	half tones
hallmark	hall mark
hallmarks	hall marks
hallway	hall way
hallways	hall ways
hammerlock	hammer lock
hamstring	ham string
hamstrings	ham strings
handbag	hand bag
handbags	hand bags
handball	hand ball
handballs	hand balls
handbill	hand bill
handbills	hand bills
handbook	hand book
handbooks	hand books
handclasp	hand clasp
handcraft	hand craft
handcrafts	hand crafts
handcuff	hand cuff
handcuffs	hand cuffs
handgrip	hand grip
handgun	hand gun
handguns	hand guns
handhold	hand hold
handkerchief	hand kerchief
handkerchiefs	hand kerchiefs
handlebar	handle bar
handlebars	handle bars
handloom	hand loom
handout	hand out
handouts	hand outs
handover	hand over
handrail	hand rail
handrails	hand rails
handsaw	hand saw
handsaws	hand saws
handset	hand set
handsets	hand sets
handshake	hand shake
handshaking	hand shaking
handspring	hand spring
handstand	hand stand
handstands	hand stands
handwork	hand work
handwriting	hand writing
handyman	handy man
handymen	handy men
hangman	hang man
hangout	hang out
hangouts	hang outs
hangover	hang over
hangovers	hang overs
happenstance	happen stance
hardback	hard back
hardball	hard ball
hardboard	hard board
hardcover	hard cover
hardcovers	hard covers
hardliner	hard liner
hardliners	hard liners
hardpan	hard pan
hardtack	hard tack
hardtop	hard top
hardware	hard ware
hardwood	hard wood
hardwoods	hard woods
hashmark	hash mark
hatchback	hatch back
hatmaker	hat maker
hawkbill	hawk bill
hawthorn	haw thorn
hawthorns	haw thorns
haycock	hay cock
hayfield	hay field
hayloft	hay loft
haylofts	hay lofts
haymaker	hay maker
haystack	hays tack
haystacks	hays tacks
haywire	hay wire
hazelnut	hazel nut
hazelnuts	hazel nuts
hazelwood	hazel wood
headache	head ache
headaches	head aches
headband	head band
headbands	head bands
headboard	head board
headboards	head boards
headcheese	head cheese
headcount	head count
headcounts	head counts
headdress	head dress
headdresses	head dresses
headgear	head gear
headhunter	head hunter
headhunters	head hunters
headlamp	head lamp
headland	head land
headlight	head light
headlights	head lights
headline	head line
headliner	head liner
headliners	head liners
headlines	head lines
headlock	head lock
headman	head man
headmaster	head master
headmasters	head masters
headmistress	head mistress
headmistresses	head mistresses
headphone	head phone
headphones	head phones
headpiece	head piece
headquarters	head quarters
headrest	head rest
headrests	head rests
headroom	head room
headset	head set
headsets	head sets
headshot	head shot
headsman	heads man
headstand	head stand
headstone	heads tone
headstones	heads tones
headwater	head water
headway	head way
headwind	head wind
headwinds	head winds
headword	head word
healthcare	health care
hearsay	hear say
heartache	heart ache
heartbeat	heart beat
heartbeats	heart beats
heartbreak	heart break
heartbreaks	heart breaks
heartburn	heart burn
heartland	heart land
heartthrob	heart throb
heartthrobs	heart throbs
heartwood	heart wood
heatstroke	heat stroke
heavyweight	heavy weight
heavyweights	heavy weights
hedgehog	hedge hog
hedgehogs	hedge hogs
hedgerow	hedge row
heirloom	heir loom
heirlooms	heir looms
hellfire	hell fire
helmsman	helms man
helpdesk	help desk
hemline	hem line
hemlines	hem lines
henbane	hen bane
henhouse	hen house
herdsmen	herds men
hereafter	here after
hideaway	hide away
hideout	hide out
hideouts	hide outs
highball	high ball
highboy	high boy
highbrow	high brow
highbrows	high brows
highflier	high flier
highland	high land
highlands	high lands
highlight	high light
highlighting	high lighting
highlights	high lights
highschool	high school
highway	high way
highways	high ways
hillbillies	hill billies
hillbilly	hill billy
hillside	hill side
hillsides	hill sides
hilltop	hill top
hilltops	hill tops
hindquarter	hind quarter
hindquarters	hind quarters
hindsight	hind sight
hinterland	hinter land
hinterlands	hinter lands
hipbone	hip bone
hipbones	hip bones
hitchhiker	hitch hiker
hitchhikers	hitch hikers
hitman	hit man
hobnail	hob nail
hogwash	hog wash
holdfast	hold fast
holdout	hold out
holdouts	hold outs
holdover	hold over
holdovers	hold overs
hollyhock	holly hock
hollyhocks	holly hocks
homebound	home bound
homeboys	home boys
homebuilder	home builder
homebuilders	home builders
homecoming	home coming
homeland	home land
homelands	home lands
homemaker	home maker
homemakers	home makers
homemaking	home making
homeowner	home owner
homeowners	home owners
homepage	home page
homesickness	home sickness
homespun	home spun
homestead	home stead
homesteads	home steads
homestretch	home stretch
hometown	home town
hometowns	home towns
homework	home work
honeybee	honey bee
honeybees	honey bees
honeycomb	honey comb
honeydew	honey dew
honeymoon	honey moon
honeymoons	honey moons
honeysuckle	honey suckle
honeysuckles	honey suckles
hookups	hook ups
hookworm	hook worm
hookworms	hook worms
hopscotch	hop scotch
hornbill	horn bill
hornblende	horn blende
hornbook	horn book
hornpipe	horn pipe
horseback	horse back
horseflesh	horse flesh
horsehead	horse head
horseman	horse man
horsemanship	horseman ship
horsemen	horse men
horseplay	horse play
horsepower	horse power
horseradish	horse radish
horseshit	horse shit
horseshoe	horse shoe
horseshoes	horse shoes
horsetail	horse tail
horsetails	horse tails
hotbed	hot bed
hotbeds	hot beds
hotbox	hot box
hotcake	hot cake
hotcakes	hot cakes
hotdog	hot dog
hotdogs	hot dogs
hothouse	hot house
hothouses	hot houses
hotplate	hot plate
hotpot	hot pot
hotshot	hot shot
hotshots	hot shots
hotspot	hot spot
hourglass	hour glass
hourglasses	hour glasses
houseboat	house boat
houseboats	house boats
housecleaning	house cleaning
housecoat	house coat
houseguest	house guest
household	house hold
householder	house holder
householders	house holders
households	house holds
housekeeper	house keeper
housekeepers	house keepers
housekeeping	house keeping
housemaid	house maid
houseman	house man
houseplant	house plant
housetop	house top
housewarming	house warming
housewife	house wife
housewives	house wives
housework	house work
hovercraft	hover craft
hubcap	hub cap
hubcaps	hub caps
humankind	human kind
hummingbird	humming bird
hummingbirds	humming birds
humpback	hump back
hunchback	hunch back
hundredweight	hundred weight
huntsman	hunts man
hypermarkets	hyper markets
iceberg	ice berg
icebergs	ice bergs
icebox	ice box
icebreaker	ice breaker
icebreakers	ice breakers
icecap	ice cap
iceman	ice man
infantryman	infantry man
infantrymen	infantry men
inkblot	ink blot
inkwell	ink well
innkeeper	inn keeper
innkeepers	inn keepers
insides	ins ides
ironclad	iron clad
ironside	iron side
ironwood	iron wood
jackass	jack ass
jackhammer	jack hammer
jackhammers	jack hammers
jackknife	jack knife
jackpot	jack pot
jackpots	jack pots
jackrabbit	jack rabbit
jailbird	jail bird
jailbreak	jail break
jailhouse	jail house
jawbone	jaw bone
jaybird	jay bird
jazzman	jazz man
jellyfish	jelly fish
jetliner	jet liner
jetliners	jet liners
jigsaw	jig saw
jitterbug	jitter bug
journeyman	journey man
joyride	joy ride
joystick	joys tick
jukebox	juke box
jukeboxes	juke boxes
jumpstart	jumps tart
jumpsuit	jump suit
jumpsuits	jump suits
junkyard	junk yard
junkyards	junk yards
keepsake	keep sake
keepsakes	keep sakes
keyboard	key board
keyboards	key boards
keyhole	key hole
keyholes	key holes
keynote	key note
keynotes	key notes
keypad	key pad
keypads	key pads
keystone	keys tone
keystones	keys tones
keystroke	key stroke
keystrokes	key strokes
kickback	kick back
kickbacks	kick backs
kickoff	kick off
kickstand	kick stand
kidnapper	kidnap per
kidnappers	kid nappers
kidnapping	kidnap ping
kidnappings	kidnap pings
killjoy	kill joy
kingbird	king bird
kingfish	king fish
kingfisher	king fisher
kingfishers	king fishers
kingmaker	king maker
kingpin	king pin
kingpins	king pins
kinsman	kins man
kitchenware	kitchen ware
kneecap	knee cap
kneecaps	knee caps
knitwear	knit wear
knockdown	knock down
knockoff	knock off
knockout	knock out
knothole	knot hole
ladybird	lady bird
ladybug	lady bug
ladybugs	lady bugs
lakefront	lake front
lakeshore	lake shore
lakeside	lake side
lampblack	lamp black
lamplighter	lamp lighter
lamplighters	lamp lighters
lamppost	lamp post
lampposts	lamp posts
lampreys	lam preys
lampshade	lamp shade
landfall	land fall
landfill	land fill
landfills	land fills
landgrave	land grave
landholder	land holder
landholders	land holders
landholding	land holding
landholdings	land holdings
landlady	land lady
landline	land line
landlord	land lord
landlords	land lords
landman	land man
landmark	land mark
landmarks	land marks
landmass	land mass
landmasses	land masses
landowner	land owner
landowners	land owners
landrover	land rover
landscape	land scape
landscaper	lands caper
landscapes	lands capes
landslide	land slide
landslides	land slides
landsman	lands man
lapdog	lap dog
laptop	lap top
laptops	lap tops
larkspur	lark spur
latchkey	latch key
latecomer	late comer
latecomers	late comers
latticework	lattice work
laughingstock	laughing stock
launchpad	launch pad
lawbreaker	law breaker
lawbreakers	law breakers
lawmaker	law maker
lawmakers	law makers
lawmaking	law making
lawman	law man
lawmen	law men
lawsuit	law suit
lawsuits	law suits
layman	lay man
laymen	lay men
layoff	lay off
layout	lay out
layover	lay over
laypeople	lay people
layperson	lay person
leafhopper	leaf hopper
leapfrog	leap frog
leasehold	lease hold
leatherback	leather back
leatherwood	leather wood
leeway	lee way
leftfield	left field
leftover	left over
letdown	let down
letterhead	letter head
letterman	letter man
letterpress	letter press
lifeblood	life blood
lifeboat	life boat
lifeboats	life boats
lifeguard	life guard
lifeguards	life guards
lifeline	life line
lifelines	life lines
lifesaver	life saver
lifesavers	life savers
lifesaving	life saving
lifespan	life span
lifespans	life spans
lifestyle	life style
lifestyles	life styles
lifetime	life time
lifetimes	life times
lifework	life work
liftoff	lift off
lightbulb	light bulb
lighthouse	light house
lighthouses	light houses
lightship	light ship
lightships	light ships
lightweight	light weight
limelight	lime light
limestone	limes tone
linebacker	line backer
linebackers	line backers
lineman	line man
linemen	line men
lineups	line ups
lipstick	lips tick
lipsticks	lips ticks
liverwort	liver wort
livestock	live stock
lobsterman	lobster man
lockbox	lock box
lockdown	lock down
lockjaw	lock jaw
lockman	lock man
lockout	lock out
locksmith	lock smith
lockstep	lock step
lodestar	lodes tar
lodestone	lodes tone
lodgepole	lodge pole
logbook	log book
loggerhead	logger head
loggerheads	logger heads
logjam	log jam
logjams	log jams
logwood	log wood
loincloth	loin cloth
longbow	long bow
longhand	long hand
longhorn	long horn
longhorns	long horns
longlegs	long legs
longshoremen	longshore men
longshot	long shot
lookout	look out
loophole	loop hole
loopholes	loop holes
loosestrife	loose strife
loudspeaker	loud speaker
loudspeakers	loud speakers
lovebird	love bird
lovemaking	love making
lowland	low land
lowlands	low lands
lugworm	lug worm
lumberjack	lumber jack
lumberman	lumber man
lumberyard	lumber yard
lumberyards	lumber yards
lunchroom	lunch room
lunchrooms	lunch rooms
lunchtime	lunch time
lungfish	lung fish
madcap	mad cap
madhouse	mad house
madman	mad man
madmen	mad men
magpies	mag pies
mailbag	mail bag
mailbags	mail bags
mailbox	mail box
mailboxes	mail boxes
mailman	mail man
mailmen	mail men
mainframe	main frame
mainframes	main frames
mainland	main land
mainspring	main spring
mainstay	main stay
mainstays	main stays
mainstream	main stream
makeover	make over
makeovers	make overs
makeshift	make shift
mandrill	man drill
manhole	man hole
manhunt	man hunt
mankind	man kind
manpower	man power
manslaughter	man slaughter
marketplace	market place
marketplaces	market places
marksman	marks man
marksmen	marks men
markups	mark ups
marshland	marsh land
marshlands	marsh lands
marshmallow	marsh mallow
marshmallows	marsh mallows
mastermind	master mind
masterminds	master minds
masterpiece	master piece
masterpieces	master pieces
masterstroke	master stroke
masthead	mast head
matchbook	match book
matchbooks	match books
matchbox	match box
matchboxes	match boxes
matchlock	match lock
matchlocks	match locks
matchmaker	match maker
matchmakers	match makers
matchmaking	match making
matchstick	match stick
mayflower	may flower
meadowlark	meadow lark
mealtime	meal time
meantime	mean time
meanwhile	mean while
meatball	meat ball
meatballs	meat balls
meatloaf	meat loaf
meatpacking	meat packing
meetinghouse	meeting house
meltdown	melt down
meltwater	melt water
merchantmen	merchant men
metalwork	metal work
metalworker	metal worker
metalworkers	metal workers
metalworking	metal working
midafternoon	mid afternoon
midair	mid air
midday	mid day
middleman	middle man
middlemen	middle men
middleweight	middle weight
midland	mid land
midlands	mid lands
midline	mid line
midnight	mid night
midpoint	mid point
midrib	mid rib
midsection	mid section
midshipman	mid shipman
midshipmen	midship men
midstream	mid stream
midsummer	mid summer
midterm	mid term
midterms	mid terms
midway	mid way
midweek	mid week
midwife	mid wife
midwinter	mid winter
midwives	mid wives
milestone	miles tone
milestones	miles tones
militiamen	militia men
milkman	milk man
milkshake	milk shake
milkweed	milk weed
millstone	mills tone
mincemeat	mince meat
mindset	mind set
mindsets	mind sets
minefield	mine field
minefields	mine fields
minesweeper	mines weeper
minesweepers	mines weepers
mineworker	mine worker
mineworkers	mine workers
mockingbird	mocking bird
molehill	mole hill
moleskin	mole skin
mollycoddle	molly coddle
moneymaker	money maker
moneymakers	money makers
moneymaking	money making
moonbeam	moon beam
moonbeams	moon beams
moonlight	moon light
moonshine	moon shine
moonstone	moons tone
moonstones	moons tones
moonwalk	moon walk
moorland	moor land
moorlands	moor lands
mopboard	mop board
mothball	moth ball
mothballs	moth balls
motherfucker	mother fucker
motherland	mother land
motorbike	motor bike
motorbikes	motor bikes
motorboat	motor boat
motorcar	motor car
motorcars	motor cars
motorcycle	motor cycle
motorcycles	motor cycles
motorcyclist	motor cyclist
motorcyclists	motor cyclists
mountainside	mountain side
mountainsides	mountain sides
mousepad	mouse pad
mousetrap	mouse trap
mouthpart	mouth part
mouthpiece	mouth piece
mouthpieces	mouth pieces
mouthwash	mouth wash
moviegoer	movie goer
moviegoers	movie goers
moviemaking	movie making
muckraking	muck raking
mudslide	mud slide
mudslides	mud slides
muskmelon	musk melon
muskrat	musk rat
muskrats	musk rats
nameplate	name plate
nameplates	name plates
namesake	name sake
namesakes	name sakes
neckband	neck band
necklace	neck lace
necklaces	neck laces
neckline	neck line
necktie	neck tie
neckties	neck ties
neckwear	neck wear
needlefish	needle fish
needlepoint	needle point
needlework	needle work
netherworld	nether world
network	net work
networks	net works
newborn	new born
newcomer	new comer
newcomers	new comers
newlywed	newly wed
newlyweds	newly weds
newscast	news cast
newscaster	news caster
newscasters	news casters
newscasts	news casts
newsflash	news flash
newsflashes	news flashes
newsletter	news letter
newsletters	news letters
newsman	news man
newsmen	news men
newspaper	news paper
newspaperman	newspaper man
newspapermen	newspaper men
newspapers	news papers
newspeak	new speak
newsperson	news person
newsprint	new sprint
newsreel	news reel
newsreels	news reels
newsroom	news room
newsrooms	news rooms
newsstand	news stand
newsstands	news stands
newswoman	news woman
newswomen	news women
nickname	nick name
nicknames	nick names
nightcap	night cap
nightclub	night club
nightclubs	night clubs
nightfall	night fall
nightgown	night gown
nighthawk	night hawk
nighthawks	night hawks
nightlife	night life
nightmare	night mare
nightmares	night mares
nightshade	night shade
nightshirt	night shirt
nightshirts	night shirts
nightstick	nights tick
nightsticks	nights ticks
nighttime	night time
nobleman	noble man
noblewoman	noble woman
nonesuch	none such
northeast	north east
northland	north land
northwest	north west
nosebleed	nose bleed
nosedive	nose dive
notebook	note book
notebooks	note books
notepad	note pad
notepads	note pads
nurseryman	nursery man
nurserymen	nursery men
nutcracker	nut cracker
nutcrackers	nut crackers
nutshell	nut shell
nutshells	nut shells
oarlock	oar lock
oarsman	oars man
oatmeal	oat meal
oceanfront	ocean front
oddball	odd ball
oddballs	odd balls
officeholder	office holder
officeholders	office holders
offset	off set
offsets	off sets
offside	off side
offspring	off spring
offstage	off stage
oilfield	oil field
oilfields	oil fields
oilman	oil man
oilmen	oil men
oilseed	oil seed
oilseeds	oil seeds
openwork	open work
outback	out back
outcasts	out casts
outdoorsman	outdoors man
outerwear	outer wear
outfield	out field
outfitter	out fitter
outskirts	out skirts
overabundance	over abundance
overall	over all
overburden	over burden
overcast	over cast
overcharge	over charge
overcharges	over charges
overcoat	over coat
overcoats	over coats
overconfidence	over confidence
overdraft	over draft
overdrafts	over drafts
overdrive	over drive
overeating	over eating
overestimate	over estimate
overestimates	over estimates
overexposure	over exposure
overflight	over flight
overflights	over flights
overflow	over flow
overflows	over flows
overgrowth	over growth
overhang	over hang
overhangs	over hangs
overhaul	over haul
overhauls	over hauls
overhead	over head
overheads	over heads
overheating	over heating
overkill	over kill
overlap	over lap
overlapping	overlap ping
overlaps	over laps
overlay	over lay
overlays	over lays
overload	over load
overloads	over loads
overlook	over look
overlooks	over looks
overlord	over lord
overlords	over lords
overpass	over pass
overpasses	over passes
overpayment	over payment
overpopulation	over population
overproduction	over production
overprotection	over protection
overrating	over rating
overreaction	over reaction
override	over ride
overrides	over rides
overrun	over run
overruns	over runs
overseer	over seer
overseers	over seers
overshoot	over shoot
oversight	over sight
overstatement	over statement
overstatements	over statements
oversupply	over supply
overtaking	over taking
overthrow	over throw
overthrows	over throws
overtime	over time
overtone	over tone
overtones	over tones
overturn	overt urn
overturns	overt urns
overuse	over use
overuses	over uses
overvaluation	over valuation
overview	over view
overviews	over views
overweight	over weight
overwork	over work
overworking	over working
overworks	over works
pacemaker	pace maker
pacemakers	pace makers
pacesetter	pace setter
packinghouse	packing house
packman	pack man
padlock	pad lock
padlocks	pad locks
painkiller	pain killer
painkillers	pain killers
paintball	paint ball
paintbrush	paint brush
paintbrushes	paint brushes
pancake	pan cake
pancakes	pan cakes
panhandle	pan handle
panhandler	pan handler
panhandlers	pan handlers
pantsuit	pant suit
pantsuits	pant suits
pantyhose	panty hose
paperback	paper back
paperbacks	paper backs
paperboard	paper board
paperboy	paper boy
paperboys	paper boys
papermaking	paper making
paperweight	paper weight
paperwork	paper work
paramedic	para medic
paratrooper	para trooper
paratroopers	para troopers
paratroops	para troops
parkland	park land
parkway	park way
passageway	passage way
passbook	pass book
passbooks	pass books
password	pass word
passwords	pass words
patchwork	patch work
patchworks	patch works
pathfinder	path finder
pathway	path way
pathways	path ways
patrolman	patrol man
patrolmen	patrol men
pawnshop	pawn shop
pawnshops	pawn shops
payback	pay back
paybacks	pay backs
paycheck	pay check
paychecks	pay checks
payday	pay day
payload	pay load
payloads	pay loads
payoff	pay off
payoffs	pay offs
payroll	pay roll
payrolls	pay rolls
peacekeeper	peace keeper
peacekeepers	peace keepers
peacekeeping	peace keeping
peacemaker	peace maker
peacemakers	peace makers
peacetime	peace time
peacock	pea cock
peacocks	pea cocks
peafowl	pea fowl
peanut	pea nut
peanuts	pea nuts
peephole	peep hole
pegboard	peg board
pegboards	peg boards
penknife	pen knife
penman	pen man
peppermint	pepper mint
pickpocket	pick pocket
pickpockets	pick pockets
pickups	pick ups
piecework	piece work
pigeonhole	pigeon hole
piggyback	piggy back
pigman	pig man
pigskin	pig skin
pigskins	pig skins
pigsty	pig sty
pigtail	pig tail
pillbox	pill box
pillowcase	pillow case
pinball	pin ball
pineapple	pine apple
pineapples	pine apples
pinhole	pin hole
pinholes	pin holes
pinpoint	pin point
pinpoints	pin points
pinprick	pin prick
pinstripe	pins tripe
pinstripes	pin stripes
pipefish	pipe fish
pipeline	pipe line
pipelines	pipe lines
pitchfork	pitch fork
pitchforks	pitch forks
pitchman	pitch man
pitchmen	pitch men
pitfall	pit fall
pitfalls	pit falls
pitman	pit man
plainsong	plain song
plasterboard	plaster board
plasterwork	plaster work
platforms	plat forms
playback	play back
playbook	play book
playboy	play boy
playground	play ground
playgrounds	play grounds
playhouse	play house
playhouses	play houses
playlist	play list
playmate	play mate
playmates	play mates
playoff	play off
playoffs	play offs
playpen	play pen
playpens	play pens
playroom	play room
playrooms	play rooms
plaything	play thing
playthings	play things
playwright	play wright
playwrights	play wrights
ploughshare	plough share
plowman	plow man
plowshare	plow share
plowshares	plow shares
plughole	plug hole
plywood	ply wood
pocketbook	pocket book
pocketbooks	pocket books
pocketknife	pocket knife
pockmark	pock mark
pokeweed	poke weed
polecat	pole cat
polecats	pole cats
policeman	police man
policemen	police men
policewoman	police woman
policewomen	police women
policyholder	policy holder
policyholders	policy holders
ponytail	pony tail
poolroom	pool room
poorhouse	poor house
popcorn	pop corn
porthole	port hole
postbox	post box
postcard	post card
postcards	post cards
posthole	post hole
postman	post man
postmark	post mark
postmaster	post master
postmasters	post masters
potash	pot ash
potboiler	pot boiler
potboilers	pot boilers
pothole	pot hole
potholes	pot holes
potlatch	pot latch
potluck	pot luck
potpie	pot pie
potpies	pot pies
potshot	pot shot
powerboat	power boat
powerhouse	power house
powerhouses	power houses
powwows	pow wows
pratfall	prat fall
pratfalls	prat falls
pressman	press man
prickleback	prickle back
primroses	prim roses
printmaker	print maker
printmaking	print making
printout	print out
printouts	print outs
pronghorn	prong horn
pullback	pull back
pullbacks	pull backs
pulpwood	pulp wood
purebred	pure bred
pushcart	push cart
pushover	push over
pushpin	push pin
pussycat	pussy cat
pussycats	pussy cats
quarterback	quarter back
quarterbacks	quarter backs
quarterdeck	quarter deck
quartermaster	quarter master
queenfish	queen fish
quicksand	quick sand
quicksands	quick sands
quicksilver	quick silver
racehorse	race horse
racehorses	race horses
racetrack	race track
racetracks	race tracks
raceway	race way
racquetball	racquet ball
ragtag	rag tag
ragtime	rag time
ragweed	rag weed
railcar	rail car
railroad	rail road
railroads	rail roads
railway	rail way
railways	rail ways
rainbow	rain bow
rainbows	rain bows
raincoat	rain coat
raincoats	rain coats
raindrop	rain drop
raindrops	rain drops
rainfall	rain fall
rainfalls	rain falls
rainforest	rain forest
rainmaker	rain maker
rainstorm	rain storm
rainstorms	rain storms
rainwater	rain water
ramrod	ram rod
rangeland	range land
rapeseed	rape seed
ratepayer	rate payer
ratepayers	rate payers
rathole	rat hole
rattlesnake	rattle snake
rattlesnakes	rattle snakes
rawhide	raw hide
razorback	razor back
razorbacks	razor backs
rearguard	rear guard
redbird	red bird
redbud	red bud
redcoat	red coat
redcoats	red coats
redeye	red eye
redfish	red fish
redhead	red head
redheads	red heads
redneck	red neck
rednecks	red necks
redpoll	red poll
redwood	red wood
redwoods	red woods
reindeer	rein deer
repairman	repair man
repairmen	repair men
restroom	rest room
restrooms	rest rooms
rifleman	rifle man
ringleader	ring leader
ringleaders	ring leaders
ringmaster	ring master
ringside	ring side
ripcord	rip cord
ripsaw	rip saw
riverbank	river bank
riverbed	river bed
riverside	river side
roadbed	road bed
roadblock	road block
roadblocks	road blocks
roadhouse	road house
roadkill	road kill
roadrunner	road runner
roadside	road side
roadsides	road sides
roadway	road way
roadways	road ways
rockrose	rock rose
rockslide	rock slide
roebuck	roe buck
roleplaying	role playing
rollback	roll back
rollbacks	roll backs
rollerblading	roller blading
rollover	roll over
rollovers	roll overs
rooftop	roof top
rooftops	roof tops
rooftree	roof tree
roommate	room mate
roommates	room mates
rosebud	rose bud
rosebush	rose bush
rosewood	rose wood
roughneck	rough neck
roughnecks	rough necks
roundabout	round about
roundhead	round head
roundhouse	round house
roundtable	round table
roundworm	round worm
roundworms	round worms
rowboat	row boat
rowboats	row boats
rucksack	ruck sack
runabout	run about
runaway	run away
runaways	run aways
rundown	run down
runoff	run off
runway	run way
runways	run ways
saddlebag	saddle bag
saddlebags	saddle bags
safeguard	safe guard
safeguards	safe guards
safekeeping	safe keeping
sagebrush	sage brush
sailboat	sail boat
sailboats	sail boats
sailfish	sail fish
salesclerk	sales clerk
salesman	sales man
salesmen	sales men
salespeople	sales people
salesperson	sales person
saleswoman	sales woman
saleswomen	sales women
saltbox	salt box
saltwater	salt water
sandbag	sand bag
sandbagger	sand bagger
sandbags	sand bags
sandbar	sand bar
sandblast	sand blast
sandbox	sand box
sandman	sand man
sandpaper	sand paper
sandpit	sand pit
sandstone	sands tone
sandstorm	sand storm
sandstorms	sand storms
saucepan	sauce pan
sawdust	saw dust
sawmill	saw mill
sawmills	saw mills
scapegoat	scape goat
scapegoats	scape goats
scarecrow	scare crow
scarecrows	scare crows
scattergood	scatter good
schoolbook	school book
schoolbooks	school books
schoolboy	school boy
schoolboys	school boys
schoolchild	school child
schoolchildren	school children
schoolgirl	school girl
schoolgirls	school girls
schoolhouse	school house
schoolmaster	school master
schoolmate	school mate
schoolmates	school mates
schoolroom	school room
schoolteacher	school teacher
schoolteachers	school teachers
schooltime	school time
schoolwork	school work
schoolyard	school yard
scofflaws	scoff laws
scoreboard	score board
scorecard	score card
scorecards	score cards
scorekeeper	score keeper
scorekeepers	score keepers
scoutmaster	scout master
scrapbook	scrap book
scrapbooks	scrap books
screenplay	screen play
screenplays	screen plays
screenwriter	screen writer
screenwriters	screen writers
screwball	screw ball
screwdriver	screw driver
screwdrivers	screw drivers
scriptwriter	script writer
scriptwriters	script writers
scuttlebutt	scuttle butt
seabed	sea bed
seabird	sea bird
seaboard	sea board
seacoast	sea coast
seafood	sea food
seafront	sea front
seagull	sea gull
seagulls	sea gulls
seahorse	sea horse
seaman	sea man
seamen	sea men
seaport	sea port
seaports	sea ports
searchlight	search light
searchlights	search lights
seascape	sea scape
seashell	sea shell
seashells	sea shells
seashore	sea shore
seaside	sea side
seatbelt	seat belt
seawater	sea water
seaway	sea way
seaweed	sea weed
seaweeds	sea weeds
seedpod	seed pod
seedsman	seeds man
seesaw	see saw
selloff	sell off
sellout	sell out
sellouts	sell outs
serviceman	service man
